gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
M,White,1,3,1,0,2.89,1282,3,3.1,2.8,7.0,Art,1
F,White,0,5,0,0,3.51,979,6,4.49,3.99,6.2,CS,0
F,AAPI,1,1,1,0,3.55,966,3,3.9,2.24,2.9,Humanities,0
F,Black,0,3,0,0,3.52,1077,0,3.32,2.94,7.0,Economics,1
F,White,0,4,0,0,3.25,1230,4,2.82,3.66,11.6,Humanities,1
F,White,1,3,0,0,3.03,1192,1,3.9,3.97,3.9,Undeclared,1
F,White,1,4,1,0,3.15,1185,3,2.14,1.78,6.3,Undeclared,0
F,White,0,4,1,1,4.0,1036,7,3.99,2.72,2.9,Art,1
M,White,0,5,1,0,3.58,1322,2,3.01,2.61,8.7,Engineering,1
F,White,1,4,1,0,3.48,1203,5,4.15,2.4,4.8,Humanities,1
M,White,0,4,1,0,2.74,1014,4,2.57,2.79,10.7,Undeclared,0
M,White,0,2,1,0,2.91,1089,2,2.8,1.34,6.1,Engineering,0
F,White,1,1,1,0,3.15,1102,1,3.36,2.51,3.4,Engineering,1
F,Hispanic,1,1,1,0,3.0,1281,4,3.46,2.83,3.4,Biology,0
F,AAPI,0,1,1,0,3.29,933,4,2.72,1.97,5.3,Humanities,1
M,White,0,5,1,0,3.6,1376,2,3.3,2.81,9.3,Engineering,1
F,White,0,1,0,0,3.4,909,5,3.67,2.82,1.5,CS,0
F,White,0,3,1,0,2.75,997,2,3.9,3.1,5.6,Engineering,0
M,Hispanic,1,4,0,0,2.97,990,5,3.19,1.79,6.5,Economics,1
M,AAPI,1,4,1,0,3.38,1270,3,3.04,3.66,7.0,CS,0
F,White,0,1,1,0,3.01,1103,2,2.28,3.38,7.7,Undeclared,0
F,Hispanic,0,5,0,0,3.4,1196,3,3.65,2.61,4.0,Economics,0
F,Hispanic,0,3,0,0,3.39,1214,3,3.79,4.34,8.4,CS,1
F,Hispanic,0,1,1,0,2.98,1091,3,3.19,3.16,5.3,Humanities,1
F,White,0,1,1,0,3.31,1100,1,2.55,3.05,3.2,Engineering,0
M,White,0,5,1,0,3.75,1223,6,4.57,3.75,9.6,Humanities,1
M,Black,1,5,1,0,3.51,1086,6,2.24,2.37,6.3,Art,1
M,White,0,4,0,0,3.68,1432,10,3.93,2.82,2.3,Biology,1
M,Black,1,2,1,0,2.49,1291,6,3.33,3.39,0.0,Engineering,0
F,Black,0,5,1,0,3.35,1488,8,3.78,2.56,4.6,Biology,0
M,White,1,2,1,0,3.56,1019,0,2.73,2.62,3.5,Economics,0
M,White,1,2,1,0,2.95,1000,0,3.11,3.38,5.3,Biology,0
M,White,0,4,1,0,3.13,1162,4,3.58,3.35,8.3,Humanities,1
M,White,0,2,0,1,3.23,1255,7,3.3,2.92,4.6,Engineering,1
F,AAPI,1,3,1,0,3.32,1140,9,2.22,3.05,2.2,Art,1
F,Black,0,4,1,0,3.29,1144,4,4.43,2.96,5.8,Biology,0
F,White,0,1,1,0,3.89,1136,2,3.49,3.48,3.9,Economics,1
F,Black,0,5,0,0,3.61,1137,6,3.52,4.87,11.9,CS,1
M,White,1,1,1,0,2.85,860,3,3.16,3.03,5.5,Engineering,0
F,Black,0,5,0,0,3.01,1258,5,4.51,4.23,3.5,Biology,0
M,White,0,2,0,0,3.41,1033,5,2.75,2.55,4.4,Humanities,0
M,Black,0,3,0,0,3.03,1148,9,2.72,2.45,7.7,Undeclared,0
F,Black,1,2,1,0,4.0,719,6,3.71,2.27,5.0,CS,0
F,White,0,3,0,0,3.5,1025,8,3.58,2.27,1.9,Undeclared,1
M,AAPI,1,1,1,0,3.37,1044,0,2.49,2.57,6.1,Engineering,1
M,Hispanic,1,1,1,0,3.26,838,5,3.75,3.51,5.0,Undeclared,0
F,White,0,3,1,0,3.79,967,2,3.48,3.8,5.6,CS,0
F,Black,0,4,1,0,2.64,1225,8,2.86,2.69,4.8,Biology,0
M,Hispanic,1,5,1,0,3.07,1328,8,3.79,2.94,9.8,Humanities,1
F,Hispanic,1,5,0,0,3.8,1080,6,3.7,3.2,2.8,Biology,0
M,White,0,5,1,1,4.0,1228,4,3.6,3.39,3.7,Undeclared,0
F,AAPI,0,4,0,0,3.0,1162,4,3.63,3.57,5.0,Undeclared,1
F,Other,0,4,0,0,2.79,976,4,3.78,2.78,7.6,Engineering,0
F,AAPI,0,2,0,0,3.33,1271,5,3.75,2.74,1.8,CS,1
F,White,0,5,1,0,3.73,1239,6,3.56,4.28,6.2,CS,0
F,White,0,5,0,0,3.56,1216,8,3.34,2.98,6.7,CS,0
F,Black,0,3,0,0,3.33,1202,7,3.44,2.54,6.9,Humanities,0
M,White,1,1,1,0,2.52,832,1,3.81,2.73,3.4,CS,0
F,White,1,1,0,0,2.99,1154,4,3.48,2.86,3.4,Biology,0
F,White,1,3,1,0,3.25,1287,5,3.1,1.77,3.9,Engineering,0
F,Black,0,4,1,0,3.29,1240,5,3.43,2.75,9.5,Art,1
F,White,0,3,1,0,2.73,1240,6,4.3,3.34,7.6,Engineering,0
M,Hispanic,0,5,0,0,3.71,1194,6,3.95,4.8,9.2,Humanities,0
F,Black,1,3,0,1,3.58,1236,3,3.54,2.58,3.8,Economics,0
M,Other,0,4,1,0,3.2,1105,5,4.08,3.71,5.5,Biology,0
F,Hispanic,0,4,1,0,3.41,1215,4,3.07,3.24,8.0,Humanities,1
M,White,1,5,0,0,3.27,1209,4,3.7,4.13,5.8,CS,0
F,AAPI,1,4,0,0,3.19,1155,4,4.53,2.6,4.2,Humanities,1
M,White,0,3,1,0,3.57,1325,2,3.69,3.88,6.7,CS,1
F,Other,1,1,0,0,3.3,1331,4,4.07,3.92,0.8,CS,0
F,White,0,4,1,0,3.86,1205,8,3.35,4.26,6.3,Undeclared,1
M,AAPI,0,1,1,0,3.61,1151,3,2.81,3.94,6.6,CS,0
M,Hispanic,0,2,1,0,3.26,1018,6,3.9,3.05,5.6,Engineering,0
M,White,0,3,1,0,4.0,1319,5,2.2,3.47,3.4,CS,1
F,Hispanic,1,1,1,1,3.71,978,1,3.36,2.46,5.3,Humanities,1
M,White,0,4,1,0,3.25,1600,9,4.02,1.32,5.3,Humanities,1
M,White,0,2,1,0,3.36,896,0,3.54,3.1,7.3,CS,0
M,White,1,3,1,0,2.63,1441,4,2.04,2.87,7.0,Economics,0
F,White,0,2,1,0,3.33,1269,2,2.39,3.67,4.3,Art,1
M,AAPI,0,2,1,0,3.91,973,7,3.13,3.59,3.3,Humanities,0
M,Hispanic,0,2,0,0,4.0,1430,4,3.48,2.05,3.1,Humanities,1
M,White,0,1,1,0,3.2,955,8,3.41,4.67,10.9,CS,0
F,AAPI,0,1,1,0,3.36,1041,3,3.1,3.11,0.0,Engineering,0
F,Hispanic,0,4,0,0,3.64,1013,3,3.84,2.07,2.4,Economics,1
M,Black,1,1,1,0,3.86,1029,0,3.36,1.88,6.9,Economics,0
F,White,0,3,1,0,3.06,1168,7,3.22,1.26,8.2,Humanities,1
M,Hispanic,0,1,1,0,4.0,1201,1,3.42,3.41,5.3,Undeclared,1
F,White,0,3,1,0,3.29,1516,3,2.91,2.58,1.0,Humanities,1
F,AAPI,1,4,0,0,2.95,1088,7,3.78,2.43,7.8,Biology,1
M,AAPI,0,3,1,0,3.29,790,6,2.79,2.48,3.6,Economics,0
F,Black,0,4,0,1,3.15,1286,3,3.84,2.86,6.6,CS,1
F,White,1,2,1,0,3.4,1018,3,3.48,3.36,5.9,Biology,0
M,White,0,3,1,1,2.82,1430,1,3.27,1.68,7.3,CS,0
M,Black,0,2,1,0,3.37,1125,0,3.58,2.04,3.6,Humanities,1
M,White,0,3,0,0,3.58,1044,6,4.23,3.37,9.2,Humanities,0
F,White,0,1,1,1,3.76,943,5,2.64,2.32,6.4,Undeclared,0
F,Black,1,2,1,0,3.49,1182,4,3.77,3.37,2.5,Biology,0
M,AAPI,0,4,0,0,3.93,1156,5,4.05,2.7,5.6,CS,0
F,White,0,4,0,0,3.22,1400,3,3.28,4.36,4.9,CS,1
F,White,0,2,0,0,3.41,1076,6,3.68,3.07,5.0,Undeclared,1
F,Other,0,2,1,1,2.54,1328,0,3.2,3.88,6.8,Engineering,0
M,White,0,2,1,0,3.28,937,3,3.95,3.31,0.6,Biology,0
M,White,1,2,1,0,3.39,852,4,1.56,3.36,0.0,CS,0
M,White,0,5,1,0,3.73,1381,5,4.37,2.6,5.5,Humanities,1
M,White,1,4,1,0,2.86,1120,5,2.73,4.03,9.9,Engineering,0
F,Other,1,2,1,0,3.11,1058,3,3.25,3.07,5.5,Biology,0
F,White,0,3,0,0,3.26,1008,5,2.81,2.24,9.9,Humanities,0
F,White,1,3,0,0,3.13,963,2,4.2,1.31,5.3,Economics,1
F,White,1,3,0,0,3.53,1204,4,3.16,3.11,3.6,Economics,0
F,White,0,2,1,0,3.24,1127,5,2.87,4.11,1.0,CS,1
F,White,0,5,1,0,3.59,1117,5,4.17,2.47,5.5,Engineering,0
F,Other,0,2,1,0,3.15,1241,4,3.64,2.15,3.6,Engineering,0
M,Black,0,3,1,0,3.77,1339,5,3.1,2.75,0.0,Undeclared,0
M,White,1,1,1,0,3.57,1035,0,2.51,3.68,2.0,Engineering,0
F,White,0,3,1,0,3.29,1315,1,2.62,1.53,3.9,Biology,0
F,White,0,5,1,0,4.0,1125,6,4.27,2.68,7.7,Engineering,1
M,White,0,5,0,0,3.24,1321,4,3.75,2.4,7.5,Biology,0
M,AAPI,0,3,0,0,3.7,1173,3,3.4,3.45,6.8,CS,0
M,White,1,1,1,0,2.84,939,4,3.4,2.69,0.0,Humanities,1
F,Black,1,4,1,0,3.68,1472,3,2.23,2.82,3.7,Art,1
M,Hispanic,1,4,1,0,3.65,1218,0,3.21,2.96,8.8,Biology,0
F,White,0,5,0,0,3.16,1157,9,3.32,3.83,7.0,Art,1
F,Hispanic,0,3,1,0,3.35,1178,7,3.89,3.9,8.1,CS,0
F,White,1,1,1,0,3.82,928,5,2.22,3.62,3.7,Biology,1
F,White,0,5,0,1,3.22,1078,3,4.28,3.66,8.1,CS,1
F,Hispanic,1,4,1,0,3.55,1122,5,4.48,4.21,7.8,Biology,1
F,White,0,5,1,1,3.68,1212,3,2.62,2.45,6.2,Biology,1
M,AAPI,0,1,0,0,3.18,947,3,3.11,3.11,2.7,Humanities,0
F,Black,0,3,0,0,2.74,1325,3,3.6,4.88,4.3,Humanities,1
F,White,1,3,1,0,3.62,1033,2,3.82,1.53,5.5,Undeclared,1
F,Hispanic,0,2,1,0,3.32,999,5,1.9,2.47,6.6,Engineering,0
F,White,1,5,0,1,3.83,1039,5,3.85,2.37,6.3,Humanities,1
F,Hispanic,0,1,1,0,3.32,906,7,2.97,3.03,7.3,Art,0
F,White,0,1,1,0,3.26,1229,3,2.93,3.95,8.8,Biology,1
F,White,1,2,0,1,3.33,1106,0,4.59,3.33,2.7,Economics,1
M,White,0,5,1,0,3.21,1362,2,3.37,3.03,10.6,Humanities,1
M,Hispanic,0,1,1,0,3.79,1228,7,3.37,3.24,4.4,CS,1
F,White,1,3,0,0,3.15,1068,3,3.23,2.77,6.7,Economics,0
M,Hispanic,1,1,0,0,2.99,1231,3,3.24,2.96,3.8,Economics,1
M,White,0,2,0,1,3.72,1017,3,3.68,3.39,8.2,Engineering,1
M,White,1,3,1,0,3.42,987,7,3.84,4.4,6.6,Undeclared,0
M,White,0,1,1,0,3.16,1137,0,2.63,3.16,3.5,CS,0
M,White,0,2,1,0,3.46,1150,6,3.29,3.07,4.2,Undeclared,0
M,Hispanic,0,3,1,0,3.62,1195,7,3.41,4.63,3.0,Economics,0
M,White,0,1,1,0,3.2,1227,3,2.11,1.24,3.0,CS,1
F,Black,0,3,1,0,3.72,1190,5,2.73,2.93,9.1,Engineering,1
F,AAPI,0,4,1,0,3.04,1264,4,3.93,2.51,9.5,Humanities,0
F,White,1,2,1,0,3.34,1285,0,2.92,2.71,3.3,Engineering,0
F,AAPI,0,1,1,0,3.52,1122,4,4.67,3.28,1.7,CS,0
F,Hispanic,0,3,1,0,3.62,1244,5,3.88,3.78,8.4,Economics,1
F,Black,1,4,1,0,2.63,987,5,3.67,2.68,7.6,Undeclared,0
M,White,1,1,1,0,3.13,1571,4,4.01,3.34,0.0,Biology,0
M,AAPI,0,2,1,0,2.9,907,2,3.66,2.18,12.4,Biology,0
M,AAPI,1,5,1,0,3.94,1154,8,3.61,2.18,7.3,Humanities,1
F,White,1,2,0,0,3.06,990,3,2.35,2.96,9.2,Economics,0
F,AAPI,0,2,0,0,3.68,1400,4,3.6,2.73,5.6,Engineering,1
M,White,0,4,1,0,3.05,1136,4,4.24,4.29,4.2,Economics,0
M,Black,0,3,1,0,3.54,1237,6,2.94,4.7,6.5,Biology,0
M,Other,1,2,0,0,3.2,991,4,2.1,2.41,1.2,CS,0
M,Hispanic,0,4,1,0,4.0,1074,5,2.76,1.65,6.5,CS,1
M,Hispanic,0,1,1,0,3.65,1165,6,4.16,1.71,1.7,Economics,1
F,AAPI,1,4,0,1,3.75,1059,1,3.6,2.43,6.0,CS,0
F,Black,0,2,1,0,4.0,1159,3,4.08,3.07,5.8,Humanities,0
F,White,0,5,0,0,3.61,1328,4,3.51,2.99,8.3,Biology,0
M,White,1,4,1,0,3.38,1452,6,3.1,2.09,2.9,CS,0
M,White,1,5,0,0,3.37,1028,6,4.78,4.63,5.7,Undeclared,1
F,White,1,1,1,0,3.28,1029,3,2.88,3.33,0.0,Art,1
M,Other,0,1,1,0,2.27,1069,2,2.95,4.21,6.0,Economics,1
F,Hispanic,0,5,0,0,3.51,1240,5,3.78,1.76,8.1,Humanities,1
F,White,0,2,1,0,3.4,1490,4,3.03,3.92,2.3,Humanities,1
F,White,0,5,1,0,3.51,1241,5,3.97,3.08,11.1,CS,0
F,Black,0,4,1,0,2.94,867,7,3.67,2.79,8.0,Economics,0
M,White,1,3,0,0,3.23,1087,5,3.59,3.02,5.4,Engineering,0
F,Black,1,1,1,0,2.63,1033,3,2.73,2.24,2.9,Undeclared,0
M,Other,0,1,0,0,3.81,1026,0,2.1,2.69,2.8,Biology,1
M,White,0,4,1,1,3.39,1119,4,3.05,3.86,4.8,Humanities,1
F,White,0,1,1,0,2.52,900,4,2.65,1.23,7.3,CS,0
F,White,0,1,1,0,3.17,1387,3,3.28,4.0,5.1,Biology,0
M,White,1,2,0,0,3.51,1115,4,2.71,3.21,2.3,CS,0
F,White,0,5,0,1,3.57,1213,5,2.77,3.11,10.8,Biology,0
M,White,1,4,0,0,3.04,1458,5,2.71,3.85,6.3,Economics,1
F,White,0,4,1,0,3.24,1098,8,3.63,3.39,4.5,Economics,1
M,White,0,4,1,0,3.38,1304,6,3.81,2.72,11.7,Biology,1
M,White,1,3,1,0,3.18,965,2,3.0,2.38,3.0,CS,0
F,Black,0,2,0,0,2.83,1210,0,2.96,4.1,3.1,Humanities,0
F,White,0,3,0,0,3.33,991,5,3.67,1.82,6.0,CS,0
M,Hispanic,0,3,1,0,2.93,1241,7,3.4,2.84,6.8,Humanities,1
F,White,0,5,1,0,3.89,1538,2,4.21,2.07,5.7,Humanities,1
F,White,0,5,1,0,3.93,1278,5,3.41,3.59,2.1,Humanities,1
F,White,0,4,0,0,3.08,888,9,2.9,3.02,6.9,Undeclared,0
F,Black,0,5,0,0,3.26,1245,5,4.15,2.2,5.0,Engineering,0
M,White,0,5,1,0,3.41,1332,11,3.31,2.5,6.7,Economics,0
M,White,0,4,1,0,3.47,1346,3,2.93,3.14,4.8,Economics,1
F,White,1,5,1,0,3.58,1436,4,4.04,3.43,4.6,Economics,1
M,Other,1,1,0,0,3.28,1238,1,3.97,1.25,3.4,Economics,0
F,White,0,1,0,0,3.34,1042,0,3.21,2.24,2.8,Undeclared,0
F,White,0,3,1,0,3.94,1083,1,2.7,3.13,3.9,Biology,1
M,Hispanic,0,1,0,0,3.21,903,2,4.02,3.77,6.8,Art,0
M,White,0,2,1,0,2.86,1054,4,3.43,3.57,2.7,Economics,0
F,White,0,1,0,0,2.63,1127,1,3.23,2.44,3.8,Humanities,0
F,Black,1,5,0,0,4.0,1016,4,3.26,4.0,7.2,Engineering,0
F,White,0,4,0,0,3.61,1065,7,4.08,2.85,2.6,Engineering,0
M,White,0,1,1,0,3.31,1164,5,2.43,1.0,1.6,Undeclared,0
F,White,1,4,0,1,3.52,1069,4,2.83,4.25,6.4,Art,1
F,White,1,4,0,0,3.42,1212,5,4.54,3.47,6.3,Biology,1
M,Hispanic,0,2,1,0,3.47,1016,0,2.68,3.05,3.2,Biology,1
F,AAPI,0,5,0,0,3.38,1280,6,4.08,3.21,7.5,Engineering,1
F,AAPI,1,5,0,0,3.81,1097,5,4.33,3.44,8.0,Engineering,0
F,White,0,5,0,0,3.33,974,4,3.63,3.21,9.1,Engineering,0
F,Black,1,1,1,0,2.85,1184,3,2.57,2.57,5.8,Undeclared,1
F,Black,1,3,1,0,2.74,1043,4,3.68,2.48,8.7,Engineering,0
M,White,0,4,1,0,3.4,1185,2,4.24,3.16,7.1,Biology,1
M,Hispanic,0,3,1,0,3.84,1078,8,3.51,2.29,2.5,Humanities,1
M,AAPI,0,3,1,0,3.24,1251,6,2.85,2.09,5.3,Economics,1
M,Black,0,2,0,0,2.79,1152,3,3.38,3.12,2.0,Humanities,1
F,White,0,3,1,0,3.5,1251,1,2.47,3.78,8.1,Biology,1
F,White,1,4,1,0,3.18,1108,0,2.82,2.46,9.9,Engineering,0
M,Black,1,1,1,0,3.71,1043,7,2.94,2.3,4.1,Biology,0
F,Black,1,4,0,0,3.74,1218,4,3.44,1.74,9.4,Economics,1
M,White,1,4,1,0,2.97,1401,6,2.68,2.05,9.2,Undeclared,1
M,White,1,1,1,0,3.11,1093,1,3.25,1.78,4.9,Economics,0
F,Hispanic,0,4,1,1,3.22,1080,4,3.86,3.88,8.1,Humanities,0
F,White,0,3,0,0,2.94,1188,3,3.17,1.61,8.4,Undeclared,1
F,White,0,2,1,0,3.3,1107,4,1.91,3.27,1.7,CS,0
F,AAPI,0,3,1,0,3.69,895,4,3.36,2.79,6.6,Engineering,0
F,White,0,3,1,0,3.37,917,2,4.39,3.48,7.4,CS,0
F,White,0,2,1,0,3.14,1121,2,3.47,3.83,1.6,Undeclared,0
M,White,0,4,1,0,2.71,1222,5,3.41,3.08,11.6,Biology,1
M,Hispanic,0,4,1,0,3.25,1179,1,3.18,4.01,9.5,Economics,0
M,White,1,2,0,0,3.39,1194,2,3.55,4.14,7.7,Biology,0
F,AAPI,0,3,1,0,2.93,1044,4,3.43,4.08,7.0,Humanities,1
F,Other,0,4,1,0,3.93,1026,6,3.82,2.56,4.4,Biology,1
F,AAPI,0,3,0,1,3.15,1034,7,2.79,1.42,2.8,CS,0
F,White,0,3,1,0,3.47,1090,3,3.37,2.9,5.8,Biology,0
M,White,0,5,1,0,3.42,1257,6,3.22,3.34,9.3,Biology,0
F,White,0,5,1,0,3.15,1153,2,3.72,1.64,9.0,Biology,0
F,AAPI,0,2,1,0,3.47,830,4,2.03,2.95,9.5,Engineering,0
M,Hispanic,1,4,1,0,3.2,825,3,3.16,1.04,5.7,CS,0
F,Black,0,5,0,0,3.22,1257,5,3.83,4.44,6.7,CS,0
F,White,1,1,1,0,2.34,892,4,3.52,3.18,4.1,Undeclared,0
F,White,1,3,1,0,3.79,859,5,3.28,2.35,2.8,CS,1
M,Hispanic,0,4,1,0,3.48,1307,2,2.1,3.2,10.6,Biology,0
M,White,0,1,0,0,3.58,1276,4,3.48,3.0,3.8,CS,0
F,Hispanic,0,2,0,0,3.49,1092,3,4.15,3.29,5.8,CS,0
M,White,1,4,1,0,3.8,1223,7,2.9,3.16,8.5,Economics,0
M,Black,1,5,1,0,3.29,1269,8,3.24,3.96,5.4,Undeclared,0
M,Black,1,5,1,1,3.01,906,9,4.13,2.19,8.0,Engineering,0
F,White,1,4,1,0,3.68,1309,2,3.9,3.0,6.5,Humanities,1
F,White,0,1,1,0,3.29,1259,4,3.76,4.23,6.8,Humanities,1
M,Hispanic,1,1,1,0,3.01,1307,0,3.71,2.52,4.1,Economics,1
F,White,0,5,1,0,3.82,1204,8,2.58,3.39,0.5,Art,1
M,White,0,4,1,0,3.59,1061,8,3.11,2.3,4.5,Engineering,0
M,White,0,1,0,0,3.41,1250,5,3.48,4.53,0.7,CS,0
F,White,1,1,0,0,2.76,1095,2,3.05,3.03,8.9,Biology,0
M,Black,0,1,1,0,3.58,1207,4,3.32,1.79,7.9,Economics,0
M,White,0,5,0,0,3.51,1149,4,3.42,4.07,2.2,Biology,1
M,White,0,4,1,0,3.86,1258,5,3.14,2.24,4.3,Undeclared,0
F,Hispanic,1,5,0,0,3.78,1058,5,3.35,3.75,3.8,CS,0
M,White,0,1,1,1,3.48,1084,0,2.58,3.62,4.9,Undeclared,1
M,White,0,4,0,0,3.39,1146,3,2.97,4.72,4.4,Biology,1
M,AAPI,0,5,1,1,3.81,1593,10,3.61,3.38,6.9,Art,1
M,Hispanic,0,3,1,0,3.79,1252,4,3.27,3.04,2.6,Biology,1
M,AAPI,1,4,0,0,3.57,859,5,3.74,1.48,7.6,Biology,0
F,Hispanic,1,4,1,0,3.48,1185,5,3.23,2.73,2.3,Humanities,1
F,White,1,1,1,0,3.42,1102,2,4.11,2.23,10.4,Biology,0
F,White,1,3,1,0,3.15,1074,4,4.04,2.86,9.5,Art,1
F,Hispanic,0,2,1,1,3.85,976,3,3.05,2.48,11.4,Economics,1
F,Hispanic,0,1,1,0,2.65,1177,0,3.22,3.43,5.9,CS,1
M,AAPI,0,3,1,1,3.41,1040,6,4.18,2.55,9.9,Humanities,1
F,White,1,5,1,0,3.35,1311,9,3.12,3.58,9.5,Biology,0
M,White,0,1,1,0,3.02,939,1,2.65,2.71,1.9,Humanities,0
M,White,1,2,1,0,3.36,1020,3,3.98,2.4,4.0,Engineering,1
F,Hispanic,0,4,1,0,3.09,1354,8,3.81,2.53,7.9,Humanities,1
M,Hispanic,0,2,1,0,4.0,1198,2,3.84,3.09,8.1,Humanities,0
M,White,0,1,1,0,2.77,1089,4,3.29,3.9,4.4,Undeclared,1
M,White,1,1,1,0,2.84,1046,12,2.95,2.22,5.5,Biology,0
F,White,1,1,0,0,2.75,1038,4,2.29,2.84,3.3,Engineering,0
M,White,0,5,1,0,3.63,1154,6,3.58,3.59,6.6,Biology,0
M,Black,1,3,1,0,3.69,928,6,4.04,2.98,2.0,Humanities,1
M,AAPI,1,5,1,0,3.67,1310,7,4.25,1.79,8.4,Biology,1
M,White,0,4,1,1,4.0,1434,4,4.19,3.48,5.6,Art,1
M,AAPI,1,2,1,0,2.96,1180,0,3.67,1.69,1.7,Undeclared,0
F,Other,0,5,0,0,3.74,1276,6,4.83,2.01,6.1,Undeclared,1
M,White,0,2,1,0,3.21,961,5,2.27,1.86,5.9,CS,0
F,White,0,1,1,0,3.32,1208,3,3.24,2.67,6.1,Engineering,0
M,White,0,5,1,1,3.95,1332,9,3.09,2.43,7.1,Engineering,1
F,White,0,3,0,0,2.76,1256,7,4.23,1.85,8.7,Undeclared,1
F,White,0,3,1,0,4.0,1320,6,2.97,3.3,9.7,Humanities,1
M,AAPI,0,3,0,0,3.3,1372,3,3.91,2.98,5.3,CS,0
F,White,1,5,1,0,2.93,1074,1,3.23,3.81,9.7,Biology,0
M,White,0,2,1,0,3.08,950,3,3.45,2.32,3.5,Undeclared,1
F,Hispanic,0,5,0,0,3.55,1261,2,3.43,3.15,4.3,Engineering,0
M,White,0,5,1,0,3.32,1136,1,3.49,3.84,5.2,Economics,1
M,AAPI,0,4,1,0,2.76,1067,6,3.6,2.05,4.6,Humanities,1
F,AAPI,1,1,1,0,3.2,1221,5,3.65,2.27,3.0,CS,0
M,Hispanic,1,1,1,0,2.92,909,0,3.03,3.59,9.1,Biology,0
F,Black,0,1,1,0,3.47,1083,3,3.63,2.82,3.1,Undeclared,1
M,Hispanic,1,4,1,0,3.04,957,5,4.02,2.98,5.6,CS,0
M,AAPI,0,2,1,0,4.0,1139,3,2.95,2.87,5.6,Economics,1
M,White,1,5,0,0,3.62,1371,2,4.63,4.18,4.0,Art,1
F,White,0,1,0,0,3.26,1230,5,3.55,2.78,4.8,Biology,0
F,White,0,2,0,0,3.49,1251,1,2.94,2.94,6.8,Engineering,0
M,White,0,2,0,0,2.63,1094,0,3.57,2.89,8.9,Humanities,0
M,White,0,5,1,0,3.39,1421,3,4.12,1.91,10.9,Biology,1
F,White,0,1,0,0,3.81,1120,4,3.45,3.2,5.3,Engineering,0
F,White,0,3,1,0,3.29,1114,4,3.42,2.34,5.4,Engineering,0
F,White,0,5,0,0,3.49,1293,4,1.43,2.19,7.2,Undeclared,1
M,White,1,5,1,0,3.33,1354,7,2.92,1.8,8.3,Humanities,0
F,Black,1,5,1,0,4.0,1044,6,3.91,1.97,7.2,CS,1
F,AAPI,0,4,0,0,3.34,1047,0,2.81,1.28,6.6,Engineering,0
M,Black,1,1,1,0,2.73,1030,4,3.41,1.98,1.8,Art,1
F,White,0,1,1,0,4.0,914,5,3.63,2.45,6.1,Humanities,1
M,Hispanic,1,3,1,0,2.85,967,4,3.23,3.85,6.4,Biology,0
F,Black,0,3,1,0,3.37,1116,4,2.24,3.05,4.1,Humanities,0
M,White,1,3,1,0,3.04,1279,8,2.86,3.2,9.4,CS,0
M,Other,1,1,0,0,2.87,1161,1,3.51,3.82,4.6,CS,0
M,White,1,4,1,0,3.04,1230,5,4.15,1.0,2.9,Undeclared,0
F,AAPI,1,2,0,1,3.01,1095,4,2.1,3.21,7.3,Economics,0
M,Black,0,1,1,0,3.58,1377,3,3.15,3.05,2.7,CS,1
M,White,1,5,1,0,2.82,1154,5,2.62,3.86,6.3,Biology,0
F,AAPI,0,2,1,0,3.76,1164,4,3.25,1.46,4.7,Biology,1
F,White,0,2,1,0,3.7,1048,7,3.11,2.44,7.4,Undeclared,0
F,White,1,3,1,0,3.51,960,6,4.72,2.26,5.6,CS,0
M,White,0,5,1,0,3.6,1431,5,3.18,2.17,9.1,Humanities,1
M,White,0,5,1,0,3.66,1222,4,4.13,5.0,3.7,Humanities,1
M,White,1,1,0,0,3.62,1122,1,3.71,2.35,1.3,Humanities,0
M,AAPI,0,4,0,0,2.82,1161,7,3.28,3.84,6.9,Humanities,1
M,White,0,4,1,0,3.73,1395,2,3.47,3.66,5.0,Humanities,1
F,White,0,5,1,0,3.3,1125,10,3.5,2.05,7.1,Biology,0
F,Black,1,5,0,0,3.73,1368,5,3.05,2.78,9.2,CS,0
M,White,1,4,1,0,3.2,1310,2,2.9,3.15,4.5,Undeclared,0
F,White,0,4,0,0,3.68,944,5,3.15,3.42,5.0,Engineering,0
M,Black,0,2,1,0,2.78,1058,2,2.52,3.16,5.5,Engineering,0
M,Hispanic,0,5,1,0,2.97,1408,5,3.2,4.6,2.3,CS,0
F,White,1,5,0,0,3.4,1434,2,3.38,3.93,9.8,Engineering,1
M,White,1,5,0,0,3.94,1305,5,3.6,3.73,7.6,Engineering,0
F,Black,1,5,0,0,3.63,1149,1,3.77,3.97,7.5,Biology,0
M,Hispanic,0,4,1,0,3.67,1084,4,3.28,4.18,5.5,Biology,1
M,White,0,5,1,0,3.86,1344,4,3.04,2.7,9.3,Humanities,1
M,White,0,4,0,0,3.29,1135,4,3.66,1.84,6.4,Undeclared,1
F,White,0,2,1,0,3.53,1076,2,3.67,2.41,8.3,Economics,1
F,AAPI,0,1,1,0,3.04,1054,3,2.81,1.7,0.1,Undeclared,1
F,Hispanic,0,5,1,0,3.45,1388,7,2.91,2.41,7.8,CS,0
F,Black,0,3,0,0,3.28,1403,5,3.03,3.08,6.1,Biology,1
F,White,1,5,0,1,3.25,1349,8,3.54,2.76,8.1,CS,0
